item_id,image,Title,Genres,Year
2264,https://m.media-amazon.com/images/M/MV5BMWQ3YWQ5NjMtNTVlZi00ZTk2LWFjZDctYjNiNzVhYjllMjFiXkEyXkFqcGdeQXVyMzk1NzcyOTA@._V1_SX300.jpg,We're No Angels,Drama,1989
1417,https://m.media-amazon.com/images/M/MV5BMWU4ZTgwYmYtZDMwNS00M2YyLTg4NTMtOGIxNWQyMmNiNDUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"Portrait of a Lady, The",Drama,1996
193,https://m.media-amazon.com/images/M/MV5BNzcyMjExNjg3OF5BMl5BanBnXkFtZTgwOTY4Mjc1MDE@._V1_SX300.jpg,Showgirls,Drama,1995
184,https://m.media-amazon.com/images/M/MV5BMTk2NTE5MDI4MV5BMl5BanBnXkFtZTcwODM4MDMzMQ@@._V1_SX300.jpg,Nadja,Drama,1994
1726,https://m.media-amazon.com/images/M/MV5BNTAyYTFmYmUtNTFhZS00NGQxLWI0OGEtZDM2NDk1OGE4YzFmL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Postman, The",Drama,1997
1609,"https://m.media-amazon.com/images/M/MV5BYTc1MTUxNmYtY2I3My00MmNkLWI3NmUtMDc1YWNhMzBiMDQzXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg",187,Drama,1997
3437,https://m.media-amazon.com/images/M/MV5BNzU4Mzg3MjYtNmNiNS00Y2Q5LWFlMTYtMWUzOTVmMjhmZmM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Cool as Ice,Drama,1991
3217,https://m.media-amazon.com/images/M/MV5BMmE5ODI0NzMtYjc5Yy00MzMzLTk5OTQtN2Q3MzgwOTllMTY3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,"Star Is Born, A",Drama,1937
3049,https://m.media-amazon.com/images/M/MV5BYTIwOTRiNTYtMjRiZS00MWY4LTk4YzItZGM5MDg1MWIyZTQwXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,How I Won the War,Comedy War,1967
2788,https://m.media-amazon.com/images/M/MV5BYWQzYjU5ODAtNDY5Yy00ZDIxLWJlMTEtOWRkMjlkNTdmMTBhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,And Now for Something Completely Different,Comedy,1971
3672,https://m.media-amazon.com/images/M/MV5BMzQzNjE2M2EtNzNjMC00ODYyLTk2NDgtY2Y2MWExZTFhN2Q4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Benji,Adventure Children's,1974
2786,https://m.media-amazon.com/images/M/MV5BODRkM2UyNTktZTk4Ni00NTM5LThhZWYtZDUyY2NlYmRiZjc2XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Haunted Honeymoon,Comedy,1986
2310,https://m.media-amazon.com/images/M/MV5BNGZhMDFmNzUtOTE4OC00Mzg4LWI3NDktNjRkMWUyMTgyNjUyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Mighty, The",Drama,1998
3794,https://m.media-amazon.com/images/M/MV5BNWNkYzNiYTAtNWUxOS00YzMwLWIyZjUtNjIwYjFlZjRiNGFjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,Chuck & Buck,Comedy Drama,2000
3820,https://m.media-amazon.com/images/M/MV5BYjMxYTc1OWQtNWNlYS00YWI0LTlmOGYtYTA2NzExMDcwMTk5XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,Thomas and the Magic Railroad,Children's,2000
3797,https://m.media-amazon.com/images/M/MV5BMTIyNDIyOTM2N15BMl5BanBnXkFtZTYwNjcxOTk4._V1_SX300.jpg,"In Crowd, The",Thriller,2000
3694,"https://m.media-amazon.com/images/M/MV5BODhiNTljYTctMmIzZC00ZGVkLTk2NmItN2RjMzY3ZTYyNDczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","Toxic Avenger, Part II, The",Comedy Horror,1989
1228,https://m.media-amazon.com/images/M/MV5BYjRmODkzNDItMTNhNi00YjJlLTg0ZjAtODlhZTM0YzgzYThlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg,Raging Bull,Drama,1980
3328,https://m.media-amazon.com/images/M/MV5BZWQxZTJmN2YtMjdmMS00ZTFmLTk5ZDYtODA4ZDA1YWQ2MjMyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Ghost Dog: The Way of the Samurai,Crime Drama,1999
2365,https://m.media-amazon.com/images/M/MV5BYmY0YjBhNTEtZmEyNS00YjllLTkyYTktYzZlYjcyNmQzYjI1L2ltYWdlXkEyXkFqcGdeQXVyNjQ2MzU1NzQ@._V1_SX300.jpg,King Kong vs. Godzilla (Kingukongu tai Gojira),Action Sci-Fi,1962
2744,https://m.media-amazon.com/images/M/MV5BMTYwMjMyODM3OV5BMl5BanBnXkFtZTYwMjY3ODg5._V1_SX300.jpg,Otello,Drama,1986
2184,https://m.media-amazon.com/images/M/MV5BNjlkYmE2YzYtYzIzMC00ODFhLTljNjYtZjA4YWY2ZGM5NTYwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"Trouble with Harry, The",Mystery Thriller,1955
392,https://m.media-amazon.com/images/M/MV5BMTk1NTQ4NjM4NV5BMl5BanBnXkFtZTcwNjEzMzkxMQ@@._V1_SX300.jpg,"Secret Adventures of Tom Thumb, The",Adventure Children's,1993
695,https://m.media-amazon.com/images/M/MV5BODk4YWVkZmUtMzExMS00ZDUxLTg5OGEtNGUyNDdiYWVjODRkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,True Crime,Mystery Thriller,1995
2057,https://m.media-amazon.com/images/M/MV5BZjQzOWY0MjktYjFjMS00MzY5LWJjMjItYmNlN2IwOTk3ZTQxXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_SX300.jpg,"Incredible Journey, The",Adventure Children's,1963
2891,https://m.media-amazon.com/images/M/MV5BMTg3MjE0ODkwOV5BMl5BanBnXkFtZTcwNjE4NzUxMQ@@._V1_SX300.jpg,"Happy, Texas",Comedy,1999
2364,https://m.media-amazon.com/images/M/MV5BN2E4ZDgxN2YtZjExMS00MWE5LTg3NjQtNTkxMzJhOTA3MDQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Godzilla (Gojira),Action Sci-Fi,1984
3923,https://m.media-amazon.com/images/M/MV5BNjg5Mjk4NGEtNTQ0My00YTc5LTk3ZGItYmEzZmFjY2VhZTNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Return of the Fly,Horror Sci-Fi,1959
2615,https://m.media-amazon.com/images/M/MV5BMmYxZWY5ZTEtNDBiNC00N2FiLWJhNzMtOTcxMDM0YWE4ZjVlXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_SX300.jpg,My Science Project,Adventure Sci-Fi,1985
3024,https://m.media-amazon.com/images/M/MV5BYTdjZWVlNTUtMDYxMy00ZWExLTk3MzAtMDY4ODBmOWY4ODkzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Piranha,Horror Sci-Fi,1978
1862,https://m.media-amazon.com/images/M/MV5BN2JlNDI2ZTMtNTU4Ny00NGU0LWJmNDMtMWRjZjQ5N2ZiOTFkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Species II,Horror Sci-Fi,1998
3663,https://m.media-amazon.com/images/M/MV5BMzU5MTYwNjc0MV5BMl5BanBnXkFtZTcwNTI0NTYzNQ@@._V1_SX300.jpg,Puppet Master 4,Horror Sci-Fi Thriller,1993
3664,"https://m.media-amazon.com/images/M/MV5BYjc4Y2I5MmItMWYyZC00OWZlLWI5ZGEtYmI4MjQ4NWQwNWU3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",Puppet Master 5: The Final Chapter,Horror Sci-Fi Thriller,1994
3816,https://m.media-amazon.com/images/M/MV5BYTg0OGIyMjEtODBlNy00Njk4LWE0NDAtMWI0MTgzMjc4NWRmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"Official Story, The (La Historia Oficial)",Drama,1985
3134,https://m.media-amazon.com/images/M/MV5BMTg3MTI5NTk0N15BMl5BanBnXkFtZTgwMjU1MDM5MTE@._V1_SX300.jpg,"Grand Illusion (Grande illusion, La)",Drama War,1937
3808,https://m.media-amazon.com/images/M/MV5BYjZhMGRhYWUtYTE5Ny00M2NiLWFiZDQtZTRiNDUyYmQxODQ1XkEyXkFqcGdeQXVyODQ0OTczOQ@@._V1_SX300.jpg,Two Women (La Ciociara),Drama War,1961
615,https://m.media-amazon.com/images/M/MV5BNzQ0NzE1Y2EtNWY3ZC00YzVjLWIwMTAtMTg2YjZjZDVkYjY4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Bread and Chocolate (Pane e cioccolata),Drama,1973
3811,https://m.media-amazon.com/images/M/MV5BYTUwNDJhZmYtNzI1Mi00ZTE1LWFmNGItNTlkMTRiMTI2ZWQ1XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg,Breaker Morant,Drama War,1980
3742,"https://m.media-amazon.com/images/M/MV5BMTEyMTQzMjQ0MTJeQTJeQWpwZ15BbWU4MDcyMjg4OTEx._V1_UY268_CR4,0,182,268_AL_.jpg","Battleship Potemkin, The (Bronenosets Potyomkin)",Drama War,1925
978,https://m.media-amazon.com/images/M/MV5BMmExOWQyYmUtMDZlZS00ZWQxLWE3YWQtMmM2ZmJhNWJhYzExXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,"Blue Angel, The (Blaue Engel, Der)",Drama,1930
3201,https://m.media-amazon.com/images/M/MV5BMTRiY2VkMjctNWQzZC00NjAyLTkzNjktYzAwN2M2ODNhOTA1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Five Easy Pieces,Drama,1970
3089,"https://m.media-amazon.com/images/M/MV5BNmI1ODdjODctMDlmMC00ZWViLWI5MzYtYzRhNDdjYmM3MzFjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY268_CR2,0,182,268_AL_.jpg","Bicycle Thief, The (Ladri di biciclette)",Drama,1948
3350,https://m.media-amazon.com/images/M/MV5BODczMGVjMTctNjNjMC00ZmY3LTg4MDMtMmM1YjZmZjgwYWZhXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg,"Raisin in the Sun, A",Drama,1961
3910,https://m.media-amazon.com/images/M/MV5BNDVkYWMxNWEtNjc2MC00OGI5LWI3NmUtYWUwNDQyOTc3YmY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Dancer in the Dark,Drama Musical,2000
2147,https://m.media-amazon.com/images/M/MV5BYWUzOTMzNGYtZDk5Mi00NDQ4LTkzYjUtNzQ0MjQzYzhhOWRiXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"Clan of the Cave Bear, The",Drama,1986
314,https://m.media-amazon.com/images/M/MV5BNTY3MTAzMDI4MF5BMl5BanBnXkFtZTcwMjE3NTYyMQ@@._V1_SX300.jpg,"Secret of Roan Inish, The",Drama,1994
2670,https://m.media-amazon.com/images/M/MV5BMTlhNDI3NDktMjM3MS00ODhhLWI3ODYtZWE1YzE2YTE4ZmM4XkEyXkFqcGdeQXVyNzQzNDEyOQ@@._V1_SX300.jpg,"Run Silent, Run Deep",War,1958
3185,https://m.media-amazon.com/images/M/MV5BYWYzN2I5NWItYTdmNS00ZWNmLWI0MWItMTJhN2FjMjY3MDQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Snow Falling on Cedars,Drama,1999
3414,https://m.media-amazon.com/images/M/MV5BMzVjZTBlZDktZGIwOS00MDZjLTlkOTYtZjA2Y2NjNmY5ZGJkXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,Love Is a Many-Splendored Thing,Romance,1955
3545,https://m.media-amazon.com/images/M/MV5BNTEyMzc0Mjk5MV5BMl5BanBnXkFtZTgwMjI2NDIwMTE@._V1_SX300.jpg,Cabaret,Musical War,1972
1951,https://m.media-amazon.com/images/M/MV5BNWQwNTE4NWQtZDg0MC00ZDhkLWIzMzQtNDU1MDIxZTNmM2M3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,Oliver!,Musical,1968
3224,https://m.media-amazon.com/images/M/MV5BN2RlNTlkYTAtZDY2My00OGI0LWE1OTEtNmY1NDU2YTU0MGUxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Woman in the Dunes (Suna no onna),Drama,1964
3655,"https://m.media-amazon.com/images/M/MV5BY2JiYWYzYjgtYWY5Ni00M2VmLWI3ZjktNjRlYzZiMTkwZTc0XkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_UY268_CR4,0,182,268_AL_.jpg",Blow-Out (La Grande Bouffe),Drama,1973
1066,https://m.media-amazon.com/images/M/MV5BNTdhZDE3N2ItZjY3Mi00Y2RkLWE5MGUtNDdmMWQ4OGFhZGUyXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg,Shall We Dance?,Comedy Musical Romance,1937
959,https://m.media-amazon.com/images/M/MV5BNDJiOGNkYTUtZDBmMS00MTgyLWIxYjQtODg0YTU2MTQ4ZDMzXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,Of Human Bondage,Drama,1934
1935,https://m.media-amazon.com/images/M/MV5BMjE1YWRmMWEtYTQ0Yy00NGEwLWFmNzAtZDkwOWNjMzkwYzJmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,How Green Was My Valley,Drama,1941
1421,https://dummyimage.com/160x220/adadad/ff0000.jpg&text=grateful+dead,Grateful Dead,Documentary,1995
1241,https://m.media-amazon.com/images/M/MV5BMTg4MzgzOTAyNl5BMl5BanBnXkFtZTgwNzYxNjg0ODE@._V1_SX300.jpg,Braindead,Comedy Horror,1992
1731,https://m.media-amazon.com/images/M/MV5BODFiOWY2OTctMzBlNi00MjhhLTg4MWQtMTI5YTUzZTI2N2E1XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,Mr. Magoo,Comedy,1997
113,https://m.media-amazon.com/images/M/MV5BOWJmODIwYWUtNTNkYy00Njk4LWJkODktMzA5ZTdkMTZhZmZiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,Before and After,Drama Mystery,1996
2583,https://m.media-amazon.com/images/M/MV5BYmEwYTc2MTUtMGU0Yi00NDg0LWExZWQtODE1MTRiZjQyMWRlXkEyXkFqcGdeQXVyMTgxOTIzNzk@._V1_SX300.jpg,Cookie's Fortune,Mystery,1999
3316,https://m.media-amazon.com/images/M/MV5BZjNmNWIwZTAtMjM1MS00ODNiLTljYzMtNGI1ZmRkMmIxYzJiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Reindeer Games,Action Thriller,2000
3784,https://m.media-amazon.com/images/M/MV5BYTYwM2JmNzgtNzVjMi00NzQ4LTk2MDQtOTE4N2U0ODU0YjYwXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,"Kid, The",Comedy,2000
3511,https://m.media-amazon.com/images/M/MV5BMTYwMjYyOTA4OV5BMl5BanBnXkFtZTYwMDAyNjE3._V1_SX300.jpg,Ready to Rumble,Comedy,2000
3882,https://m.media-amazon.com/images/M/MV5BNjhiMjk1YWYtMjgyYy00YTFhLTk0NTMtN2Q5MDZjMWEyYWI1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Bring It On,Comedy,2000
3238,https://m.media-amazon.com/images/M/MV5BMjA2Mzk0MDcxN15BMl5BanBnXkFtZTYwMzI4NDI5._V1_SX300.jpg,Eye of the Beholder,Thriller,1999
3564,https://m.media-amazon.com/images/M/MV5BNTUzYzQzMGQtNTYyNS00NmUzLThmZmUtMmIyNjQzNDU4YWYwXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,"Flintstones in Viva Rock Vegas, The",Children's Comedy,2000
3743,https://m.media-amazon.com/images/M/MV5BMTgyNjIzNTI4Ml5BMl5BanBnXkFtZTcwNzAzMjk0MQ@@._V1_SX300.jpg,Boys and Girls,Comedy Romance,2000
3190,https://m.media-amazon.com/images/M/MV5BMTgwMjI4OTU4MF5BMl5BanBnXkFtZTcwOTk3MTE3NA@@._V1_SX300.jpg,Supernova,Adventure Sci-Fi,2000
3908,https://m.media-amazon.com/images/M/MV5BM2Y3Y2FlNTQtOTYzYS00NjdjLTlkNjEtNTE5NzRiMTZkNTgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Urban Legends: Final Cut,Horror,2000
3317,https://m.media-amazon.com/images/M/MV5BZGFlZDI5OGMtMmVhMS00NTQxLTgzZmEtZDJlMGVjNWViZThmXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,Wonder Boys,Comedy Drama,2000
82,https://m.media-amazon.com/images/M/MV5BMTgwNjkwOTQ5NV5BMl5BanBnXkFtZTcwNjc3ODAyMQ@@._V1_SX300.jpg,Antonia's Line (Antonia),Drama,1995
2341,https://m.media-amazon.com/images/M/MV5BODM3MTU4ZjYtMGI4Zi00MWFmLTg4MWUtN2FiMjRjNDFjMTEyXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Dancing at Lughnasa,Drama,1998
2435,https://m.media-amazon.com/images/M/MV5BZjk5OTIyNDQtNzQ1Mi00NDM5LWIwMGUtN2Y0MzNiZGQ4NDhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Hurlyburly,Drama,1998
1450,https://m.media-amazon.com/images/M/MV5BZGZjMTc4ZDgtYTRkZS00NzY2LTlhMzMtODJmZGJhOTI4NjFlXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,Prisoner of the Mountains (Kavkazsky Plennik),War,1996
1401,https://m.media-amazon.com/images/M/MV5BZmJhMTNjZmQtMTBmMi00ZTMwLWJmMDItMmI4YWMwMTJhY2Q5XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,Ghosts of Mississippi,Drama,1996
1050,https://m.media-amazon.com/images/M/MV5BNDliYWJkNzgtZDY4OS00ZTkyLWFjYzQtMjE4MjE0MDcxZDRjXkEyXkFqcGdeQXVyMTAyNjg4NjE0._V1_SX300.jpg,Looking for Richard,Documentary Drama,1996
3518,https://m.media-amazon.com/images/M/MV5BNzI5NjkwNTk2Ml5BMl5BanBnXkFtZTgwNjQyMTgxMDI@._V1_SX300.jpg,"End of Violence, The",Drama Thriller,1997
78,https://m.media-amazon.com/images/M/MV5BMjkwNWMyZjQtNmU5MS00ZWE1LWE3NzMtNGZjNTlhYzcwNjIzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"Crossing Guard, The",Drama,1995
848,https://m.media-amazon.com/images/M/MV5BMjE5NjU2NjgyM15BMl5BanBnXkFtZTcwMTgzNjUyMQ@@._V1_SX300.jpg,"Spitfire Grill, The",Drama,1996
254,https://m.media-amazon.com/images/M/MV5BZjQzOTI3ZjgtNjU1OS00YTNjLTg0OGYtNTgwYjAzZWI3OWYzXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Jefferson in Paris,Drama,1995
3103,https://m.media-amazon.com/images/M/MV5BMzhkYTEyYzItMWU5Ny00NjhiLWFiNmEtM2QwOWVlY2UyZThmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Stanley & Iris,Drama Romance,1990
1432,https://m.media-amazon.com/images/M/MV5BYmI1ZGNiYTUtOTllNi00YWU5LThmNmItODM2N2I4OTEyYmQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Metro,Action,1997
451,https://m.media-amazon.com/images/M/MV5BMzEzNTA3N2MtNzEyNC00ZDA3LTkwNGMtYWEyODRlNjZhZDQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Flesh and Bone,Drama Mystery Romance,1993
806,https://m.media-amazon.com/images/M/MV5BMTYyOTA2MjY3OF5BMl5BanBnXkFtZTcwODMwODQ2NA@@._V1_SX300.jpg,American Buffalo,Drama,1996
1366,https://m.media-amazon.com/images/M/MV5BN2ZhOTQ5NGUtNDJiYy00ZTM5LWI5MDItNDI3OGZhYzlhZDRhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,"Crucible, The",Drama,1996
1477,https://m.media-amazon.com/images/M/MV5BOGEzMmFlMmYtNDU2NS00YWEzLTg5ZDktZGI4MjAxNTVkNjc1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,Love Jones,Romance,1997
1629,https://m.media-amazon.com/images/M/MV5BMTI4MDE4MDQ1N15BMl5BanBnXkFtZTcwMDA4NDgyMQ@@._V1_SX300.jpg,"MatchMaker, The",Comedy Romance,1997
1727,https://m.media-amazon.com/images/M/MV5BZTA5NzU4YzItMjhjYy00YjNjLTljM2MtZDk3ZDE5OGVjNTBhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Horse Whisperer, The",Drama,1998
782,https://m.media-amazon.com/images/M/MV5BNjFlN2VjNjYtZDdjOS00ZGI3LTg1MWQtZTBhNmRjNDFiZDE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Fan, The",Thriller,1996
132,https://m.media-amazon.com/images/M/MV5BYTcwZDIyMDEtN2Q4MS00ZTIxLWEwMjMtM2I5NWViOTNjMGRhXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,Jade,Thriller,1995
3841,https://m.media-amazon.com/images/M/MV5BNDRiNzdlYzUtNzIxMy00OGI4LThlNjQtNTI3Njg5NjVlOWJkL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,Air America,Action Comedy,1990
79,https://m.media-amazon.com/images/M/MV5BYTMzNjAyZTktNzRjMS00ZThmLTk5ODEtZWI5ZmYyZGNiNzMxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,"Juror, The",Drama Thriller,1996
418,https://m.media-amazon.com/images/M/MV5BMjI4NjU3ODcxOF5BMl5BanBnXkFtZTgwNjY4Mjk5MDE@._V1_SX300.jpg,Being Human,Drama,1993
1363,https://m.media-amazon.com/images/M/MV5BOWFiMGMzYmYtMGZjNy00ZWVkLTllMjAtMTQ2NmU1OWVhMjkxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,"Preacher's Wife, The",Drama,1996
182,https://m.media-amazon.com/images/M/MV5BYjBhZDFhYWMtYTA0MS00NTZkLWI2YTAtMGJmZmVlNmE3YmE1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Moonlight and Valentino,Drama Romance,1995
437,https://m.media-amazon.com/images/M/MV5BMjcxM2VkZDEtYmExZi00ODRhLWI3NGItNjZiM2IxOGQxODM5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Cops and Robbersons,Comedy,1994
640,https://m.media-amazon.com/images/M/MV5BNmFmOWRkZWEtYWZlNC00MDQyLWFlODAtODdjNzU5MzY5ZGE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Diabolique,Drama Thriller,1996
279,https://m.media-amazon.com/images/M/MV5BMTg5OTM1Mzg4NV5BMl5BanBnXkFtZTgwMzY2NjQzMTE@._V1_SX300.jpg,My Family,Drama,1995
2069,https://m.media-amazon.com/images/M/MV5BZmJmNmE0ZGYtOTg2Ny00MmJjLWE1ZDItNGVlYzgxMjlhMmZhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"Trip to Bountiful, The",Drama,1985
3109,https://m.media-amazon.com/images/M/MV5BZDVhYjg5OGEtYjZkZS00YjBmLTljMzItOWMxMmQ4N2YwNjliXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"River, The",Drama,1984
2290,https://m.media-amazon.com/images/M/MV5BNDIzYzhhYjUtOGZkOS00NjM4LWFjOGYtYTUxOTIwNzgxNjNjXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,Stardust Memories,Comedy Drama,1980
2755,https://m.media-amazon.com/images/M/MV5BNmI0NTU3MWUtYzAwYy00ZjVkLTlmMGUtODRhYmUwNWE1ZmU3XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,Light of Day,Drama,1987
1934,https://m.media-amazon.com/images/M/MV5BMTYzYzY0YzgtN2ZhNy00MjNiLTk1NTYtYTQ2M2E3NjJiOWYxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,You Can't Take It With You,Comedy,1938
2212,https://m.media-amazon.com/images/M/MV5BZWY2ODJhOTYtMTE1My00OTBiLTliZTgtNWIwZWIyMWNjODczXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"Man Who Knew Too Much, The",Thriller,1934
974,https://m.media-amazon.com/images/M/MV5BYTA1ZjQ0MmUtYWJlZi00YjkxLTkxMjYtZjgzZGViMzE0MmY4XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,Algiers,Drama Romance,1938
1099,https://m.media-amazon.com/images/M/MV5BMTQyY2Q0YjktNDFhZS00N2FkLTk1MDAtNjRkYTMwMWM0M2YzXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,"Christmas Carol, A",Drama,1938
929,https://m.media-amazon.com/images/M/MV5BNmM3ZGE4Y2EtNGFlMS00YjE5LWExYzYtYzQyYTQxYTZlMWRmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Foreign Correspondent,Thriller,1940
2940,https://m.media-amazon.com/images/M/MV5BYWUxMzViZTUtNTYxNy00YjY4LWJmMjYtMzNlOThjNjhiZmZkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,Gilda,Film-Noir,1946
3929,https://m.media-amazon.com/images/M/MV5BYzQwNzVlNGItZDJjMi00NTRlLTg3YjktZTU4Y2VjNTdmMDUzXkEyXkFqcGdeQXVyMTk2MzI2Ng@@._V1_SX300.jpg,"Bank Dick, The",Comedy,1940
960,https://m.media-amazon.com/images/M/MV5BZDYwZTQzNTgtNTk1NS00YjdkLWFiODUtZjQwN2Q2NGFkNDZmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Angel on My Shoulder,Crime Drama,1946
1938,https://m.media-amazon.com/images/M/MV5BMTk4NDQ0NjgyNF5BMl5BanBnXkFtZTgwMTE3NTkxMTE@._V1_SX300.jpg,"Lost Weekend, The",Drama,1945
956,https://m.media-amazon.com/images/M/MV5BMGVjYzU4NjAtOWVkYi00OWQ3LWEwYzMtOTI2ZWY3YTQ1ZGM4L2ltYWdlXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg,Penny Serenade,Drama Romance,1941
